vid	yid	start	end	raw-text	tokenized-text	gloss	split
H7nga4_DWtE-00:00:03.459-00:00:08.220	H7nga4_DWtE	00:00:03.459	00:00:08.220	[Repeats in international sign language].	repeats in international sign language		train
H7nga4_DWtE-00:00:00.500-00:00:03.020	H7nga4_DWtE	00:00:00.500	00:00:03.020	Celebrate International Week of the Deaf!	celebrate international week of the deaf		train
f82aScel6A4-00:00:20.960-00:00:26.539	f82aScel6A4	00:00:20.960	00:00:26.539	If you have more questions about this, please contact us at NADYAP@NAD.org!	if you have more questions about this please contact us at nadyap@nad.org		train
f82aScel6A4-00:00:19.733-00:00:20.960	f82aScel6A4	00:00:19.733	00:00:20.960	It doesn t matter!	it doesn t matter		train
f82aScel6A4-00:00:05.028-00:00:11.380	f82aScel6A4	00:00:05.028	00:00:11.380	If you don t have a state association or an organization to sponsor you, you still can apply as an individual!	if you don t have a state association or an organization to sponsor you you still can apply as an individual		train
EDlQOtl4fW8-00:07:41.259-00:07:46.019	EDlQOtl4fW8	00:07:41.259	00:07:46.019	This sample proposal is concise, clear, and complete.	this sample proposal is concise clear and complete		train
EDlQOtl4fW8-00:06:03.439-00:06:08.480	EDlQOtl4fW8	00:06:03.439	00:06:08.480	Ensure it is concise, clear, and complete.	ensure it is concise clear and complete		train
EDlQOtl4fW8-00:07:37.240-00:07:40.240	EDlQOtl4fW8	00:07:37.240	00:07:40.240	This is what may be involved in the cost for this proposal.	this is what may be involved in the cost for this proposal		train
EDlQOtl4fW8-00:07:23.060-00:07:31.939	EDlQOtl4fW8	00:07:23.060	00:07:31.939	Each delegate would get two shirts each, and there are approximately 125 delegates.	each delegate would get two shirts each and there are approximately 125 delegates		train
EDlQOtl4fW8-00:07:11.920-00:07:23.060	EDlQOtl4fW8	00:07:11.920	00:07:23.060	Fiscal Impact: The NAD would need to buy shirts for the delegates, in various sizes.	fiscal impact the nad would need to buy shirts for the delegates in various sizes		train
EDlQOtl4fW8-00:07:08.000-00:07:10.879	EDlQOtl4fW8	00:07:08.000	00:07:10.879	We can detect who has voting capability within the COR.	we can detect who has voting capability within the cor		train
EDlQOtl4fW8-00:07:05.639-00:07:08.000	EDlQOtl4fW8	00:07:05.639	00:07:08.000	It will be clear who is within the operations of the COR.	it will be clear who is within the operations of the cor		train
EDlQOtl4fW8-00:06:58.399-00:07:05.639	EDlQOtl4fW8	00:06:58.399	00:07:05.639	Rationale: It will be easier to differentiate delegates from the membership.	rationale it will be easier to differentiate delegates from the membership		train
EDlQOtl4fW8-00:06:45.639-00:06:56.680	EDlQOtl4fW8	00:06:45.639	00:06:56.680	Proposed Solution: Delegates should be required to wear red shirts, and members who are not part of the COR will not need to wear red shirts.	proposed solution delegates should be required to wear red shirts and members who are not part of the cor will not need to wear red shirts		train
EDlQOtl4fW8-00:06:30.980-00:06:43.519	EDlQOtl4fW8	00:06:30.980	00:06:43.519	Problem to be addressed: It s difficult to differentiate delegates from the membership during COR at the conference.	problem to be addressed it s difficult to differentiate delegates from the membership during cor at the conference		train
EDlQOtl4fW8-00:06:26.360-00:06:30.139	EDlQOtl4fW8	00:06:26.360	00:06:30.139	Title: Delegates should wear red shirts.	title: delegates should wear red shirts		train
EDlQOtl4fW8-00:06:23.819-00:06:26.360	EDlQOtl4fW8	00:06:23.819	00:06:26.360	Here s a sample of a proposed solution.	here s a sample of a proposed solution		train
EDlQOtl4fW8-00:07:31.939-00:07:34.752	EDlQOtl4fW8	00:07:31.939	00:07:34.752	The NAD may collect payment from delegates.	the nad may collect payment from delegates		train
H7nga4_DWtE-00:01:14.560-00:01:22.719	H7nga4_DWtE	00:01:14.560	00:01:22.719	Our celebration this week is also a way to show the world that our sign languages deserve equal recognition and that we have the right to access sign language.	our celebration this week is also a way to show the world that our sign languages deserve equal recognition and that we have the right to access sign language		train
EDlQOtl4fW8-00:03:08.699-00:03:15.099	EDlQOtl4fW8	00:03:08.699	00:03:15.099	Be prepared to answer their questions with valid information and data justifying why the proposal is important.	be prepared to answer their questions with valid information and data justifying why the proposal is important		train
EDlQOtl4fW8-00:02:53.620-00:02:58.840	EDlQOtl4fW8	00:02:53.620	00:02:58.840	Consider whether this issue has been worked on in the past, and if so, what are the gaps that need to be addressed and include that in your proposal.	consider whether this issue has been worked on in the past and if so what are the gaps that need to be addressed and include that in your proposal		train
dTvl7-acmxA-00:00:43.283-00:00:49.603	dTvl7-acmxA	00:00:43.283	00:00:49.603	We will process inquiries the same, without any membership information.	we will process inquiries the same without any membership information		train
dTvl7-acmxA-00:00:38.756-00:00:43.283	dTvl7-acmxA	00:00:38.756	00:00:43.283	They do not get priority over others that are not members.	they do not get priority over others that are not members		train
dTvl7-acmxA-00:00:26.518-00:00:38.756	dTvl7-acmxA	00:00:26.518	00:00:38.756	If a member of a State Association or an affiliate organization has experienced discrimination, they, like any one else, can contact the NAD and go through the intake process.	if a member of a state association or an affiliate organization has experienced discrimination they like any one else can contact the nad and go through the intake process		train
dTvl7-acmxA-00:00:22.960-00:00:25.975	dTvl7-acmxA	00:00:22.960	00:00:25.975	All state associations are independent of the NAD.	all state associations are independent of the nad		train
dTvl7-acmxA-00:00:11.952-00:00:22.960	dTvl7-acmxA	00:00:11.952	00:00:22.960	The NAD has affiliates from almost all 50 states and other deaf organizations however the NAD does not have any power over those affiliates.	the nad has affiliates from almost all 50 states and other deaf organizations however the nad does not have any power over those affiliates		train
dTvl7-acmxA-00:00:04.498-00:00:11.952	dTvl7-acmxA	00:00:04.498	00:00:11.952	The NAD has one office, in Maryland, with 18 people who are either full-time, part-time, or contractors.	the nad has one office in maryland with 18 people who are either full time part time or contractors		train
wUEiLfHtMxY-00:02:16.807-00:02:18.758	wUEiLfHtMxY	00:02:16.807	00:02:18.758	Support sign language!	support sign language		train
wUEiLfHtMxY-00:02:15.960-00:02:16.807	wUEiLfHtMxY	00:02:15.960	00:02:16.807	You agree?	you agree		train
wUEiLfHtMxY-00:02:12.539-00:02:15.960	wUEiLfHtMxY	00:02:12.539	00:02:15.960	I sign for human rights!	i sign for human rights		train
dTvl7-acmxA-00:00:49.603-00:00:57.713	dTvl7-acmxA	00:00:49.603	00:00:57.713	Our goal is to eradicate disability right violations for ALL deaf and hard of hearing people.	our goal is to eradicate disability right violations for all deaf and hard of hearing people		train
wUEiLfHtMxY-00:02:04.099-00:02:11.340	wUEiLfHtMxY	00:02:04.099	00:02:11.340	There are no exceptions, everybody must provide sign language access.	there are no exceptions everybody must provide sign language access		train
wUEiLfHtMxY-00:01:28.620-00:01:44.659	wUEiLfHtMxY	00:01:28.620	00:01:44.659	We must advocate so that every deaf person can use sign language to communicate: with their co-workers, with their doctors, with their lawyers, with courts, and everyone else.	we must advocate so that every deaf person can use sign language to communicate with their co workers with their doctors with their lawyers with courts and everyone else		train
wUEiLfHtMxY-00:01:24.819-00:01:27.540	wUEiLfHtMxY	00:01:24.819	00:01:27.540	We need to stop language deprivation.	we need to stop language deprivation		train
wUEiLfHtMxY-00:01:15.519-00:01:24.819	wUEiLfHtMxY	00:01:15.519	00:01:24.819	We must continue advocating to ensure that every deaf child has language from birth through sign language.	we must continue advocating to ensure that every deaf child has language from birth through sign language		train
wUEiLfHtMxY-00:01:03.560-00:01:13.859	wUEiLfHtMxY	00:01:03.560	00:01:13.859	Our mission is to preserve, protect, and promote the civil, human, and linguistic rights - which is what the WFD believes in as well.	our mission is to preserve protect and promote the civil human and linguistic rights which is what the wfd believes in as well		train
wUEiLfHtMxY-00:00:52.100-00:01:02.939	wUEiLfHtMxY	00:00:52.100	00:01:02.939	The NAD (of United States of America) agrees with the WFD on the importance of sign language as our human right.	the nad of united states of america agrees with the wfd on the importance of sign language as our human right		train
wUEiLfHtMxY-00:00:48.380-00:00:52.100	wUEiLfHtMxY	00:00:48.380	00:00:52.100	We thank and support the WFD!	we thank and support the wfd		train
wUEiLfHtMxY-00:00:37.240-00:00:48.039	wUEiLfHtMxY	00:00:37.240	00:00:48.039	The WFD promotes sign language as a human right for everybody in the world.	the wfd promotes sign language as a human right for everybody in the world		train
wUEiLfHtMxY-00:00:14.500-00:00:35.899	wUEiLfHtMxY	00:00:14.500	00:00:35.899	This is a week promoted by the World Federation of the Deaf (WFD), of which the NAD is one of the member organizations from all over the world, with each country having their association of the deaf as a member.	this is a week promoted by the world federation of the deaf wfd of which the nad is one of the member organizations from all over the world with each country having their association of the deaf as a member		train
wUEiLfHtMxY-00:00:04.500-00:00:11.080	wUEiLfHtMxY	00:00:04.500	00:00:11.080	The international/universal sign for this is  (signing in universal sign).	the international universal sign for this is signing in universal sign		train
wUEiLfHtMxY-00:01:44.659-00:01:49.099	wUEiLfHtMxY	00:01:44.659	00:01:49.099	All areas must be accessible with sign language.	all areas must be accessible with sign language		train
EDlQOtl4fW8-00:03:01.439-00:03:08.699	EDlQOtl4fW8	00:03:01.439	00:03:08.699	At the conference, delegates and members at the forum will have the opportunity to ask you about your proposal.	at the conference delegates and members at the forum will have the opportunity to ask you about your proposal		train
tTeiyqt1GCY-00:00:00.740-00:00:06.740	tTeiyqt1GCY	00:00:00.740	00:00:06.740	Are you going to the NAD Conference in Hartford this summer?	are you going to the nad conference in hartford this summer		train
tTeiyqt1GCY-00:00:09.300-00:00:12.939	tTeiyqt1GCY	00:00:09.300	00:00:12.939	I m Bonnie Eldred from Wisconsin.	i m bonnie eldred from wisconsin		train
EDlQOtl4fW8-00:02:40.060-00:02:53.620	EDlQOtl4fW8	00:02:40.060	00:02:53.620	Be prepared to do your homework to gather information and data for the proposal to justify why it should be considered.	be prepared to do your homework to gather information and data for the proposal to justify why it should be considered		train
EDlQOtl4fW8-00:02:22.280-00:02:30.979	EDlQOtl4fW8	00:02:22.280	00:02:30.979	The steering committee will assign a code to all submitted proposals based on the appropriate category of the proposal.	the steering committee will assign a code to all submitted proposals based on the appropriate category of the proposal		train
EDlQOtl4fW8-00:02:15.620-00:02:19.919	EDlQOtl4fW8	00:02:15.620	00:02:19.919	It will be moved by an individual, and seconded by an individual - no organizations can make submissions.	it will be moved by an individual and seconded by an individual no organizations can make submissions		train
